Código Imóvel;Logradouro;CEP;Bairro;Loteamento;Nº Imóvel;Lote;Quadra
8027;RUA ARIES;-;CURURU;CHACARA DO RODEIO;S/N;19;UN
8028;RUA CAPRICORNIO;00000-000;CURURU;CHACARA DO RODEIO;00S/N;18;UN
8029;RUA CAPRICORNIO;-;CURURU;CHACARA DO RODEIO;S/N;17;UN
8030;RUA CAPRICORNIO;-;CURURU;CHACARA DO RODEIO;S/N;16;UN
8031;RUA CAPRICORNIO;-;CURURU;CHACARA DO RODEIO;S/N;15;UN
8032;RUA CAPRICORNIO;-;CURURU;CHACARA DO RODEIO;S/N;14;UN
8033;RUA CAPRICORNIO;-;CURURU;CHACARA DO RODEIO;S/N;13;UN
8034;RUA CAPRICORNIO;-;CURURU;CHACARA DO RODEIO;S/N;12;UN
8035;RUA CAPRICORNIO;-;CURURU;CHACARA DO RODEIO;S/N;11;UN
8036;RUA CAPRICORNIO;-;CURURU;CHACARA DO RODEIO;S/N;10;UN
8037;RUA CAPRICORNIO;-;CURURU;CHACARA DO RODEIO;S/N;9;UN
8038;RUA CAPRICORNIO;-;CURURU;CHACARA DO RODEIO;S/N;8;UN
8039;RUA CAPRICORNIO;-;CURURU;CHACARA DO RODEIO;S/N;7;UN
8040;ESTRADA DO BARROCAO;-;CURURU;CHACARA DO RODEIO;S/N;6;UN
8041;ESTRADA DO BARROCAO;-;CURURU;CHACARA DO RODEIO;S/N;4;UN
8042;ESTRADA DO BARROCAO;-;CURURU;CHACARA DO RODEIO;S/N;5;UN
8043;RUA ARIES;-;CURURU;CHACARA DO RODEIO;S/N;31;UN
8044;RUA ARIES;-;CURURU;CHACARA DO RODEIO;S/N;30;UN
8045;RUA ARIES;-;CURURU;CHACARA DO RODEIO;S/N;29;UN
8046;RUA ARIES;-;CURURU;CHACARA DO RODEIO;S/N;28;UN
8047;RUA ARIES;-;CURURU;CHACARA DO RODEIO;S/N;27;UN
8048;RUA ARIES;-;CURURU;CHACARA DO RODEIO;S/N;26;UN
8049;RUA ARIES;-;CURURU;CHACARA DO RODEIO;S/N;25;UN
8050;RUA ARIES;-;CURURU;CHACARA DO RODEIO;S/N;24;UN
8051;RUA ARIES;-;CURURU;CHACARA DO RODEIO;S/N;23;UN
8052;RUA ARIES;-;CURURU;CHACARA DO RODEIO;S/N;22;UN
8053;RUA ARIES;-;CURURU;CHACARA DO RODEIO;S/N;21;UN
8054;RUA ARIES;-;CURURU;CHACARA DO RODEIO;S/N;20;UN
8055;AVENIDA CLAUDIO GIANNINI;-;JACARE;BAIRRO DO CURURU;S/N;GLEBA F;GL
8056;AVENIDA CLAUDIO GIANNINI;00000-000;CURURU;BAIRRO DO CURURU;00S/N;GLEBA E;GL
8057;ESTRADA PARTICULAR;00000-000;JACARE;BAIRRO DO CURURU;00S/N;GLEBA;GL
8058;ESTRADA PARTICULAR;00000-000;CURURU;BAIRRO DO CURURU;00S/N;GLEBA C;GL
8059;ESTRADA PARTICULAR;00000-000;CURURU;BAIRRO DO CURURU;00S/N;GLEBA 1;GL
8060;ESTRADA PARTICULAR;00000-000;CURURU;BAIRRO DO CURURU;00S/N;GLEBA 2;GL
8061;AVENIDA CLAUDIO GIANNINI;00000-000;CURURU;BAIRRO DO CURURU;00S/N;GLEBA A;GL
8062;AVENIDA CLAUDIO GIANNINI;00000-000;CURURU;BAIRRO DO CURURU;0S/N.;GLEBA;U
8063;AVENIDA CLAUDIO GIANNINI;13315-000;JACARE;BAIRRO DO CURURU;00S/N;GLEBA H-1;GL
8064;AVENIDA CLAUDIO GIANNINI;-;CURURU;BAIRRO DO CURURU;S/N;GLEBA;GL
8065;AVENIDA CLAUDIO GIANNINI;00000-000;CURURU;BAIRRO DO CURURU;00S/N;GLEBA H;GL
8066;AVENIDA CLAUDIO GIANNINI;00000-000;CURURU;BAIRRO DO CURURU;00S/N;GLEBA I;GL
8067;AVENIDA CLAUDIO GIANNINI;00000-000;CURURU;BAIRRO DO CURURU;00S/N;GLEBA J;GL
8068;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;18;M
8069;RUA PIRASSUNUNGA;00000-000;BONFIM;NOVO BONFIM;00S/N;84;M
8070;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;83;M
8071;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;82;M
8072;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;81;M
8073;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;80;M
8074;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;79;M
8075;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;78;M
8076;RUA UBERLANDIA;13319-000;BONFIM;VILAREJO S DA SERRA;00S/N;77;M
8077;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;76;M
8078;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;75;M
8079;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;74;M
8080;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;73;M
8081;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;72;M
8082;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;71;M
8083;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;70;M
8084;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;69;M
8085;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;68;M
8086;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;67;M
8087;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;66;M
8088;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;65;M
8089;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;64;M
8090;RUA MAURITANIA;00000-000;BONFIM;NOVO BONFIM;00S/N;63;M
8091;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;62;M
8092;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;61;M
8093;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;60;M
8094;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;59;M
8095;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;58;M
8096;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;57;M
8097;RUA UBERLANDIA;13319-000;BONFIM;NOVO BONFIM;00S/N;56;M
8098;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;55;M
8099;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;54;M
8100;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;53;M
8101;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;52;M
8102;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;51;M
8103;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;50;M
8104;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;49;M
8105;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;48;M
8106;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;47;M
8107;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;46;M
8108;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;45;M
8109;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;44;M
8110;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;43;M
8111;RUA UBERLANDIA;13319-000;BONFIM;NOVO BONFIM;42;42;M
8112;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;41;M
8113;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;40;M
8114;RUA UBERLANDIA;00000-000;BONFIM;NOVO BONFIM;00S/N;39;M
8115;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;38;M
8116;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;37;M
8117;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;36;M
8118;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;35;M
8119;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;34;M
8120;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;33;M
8121;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;32;M
8122;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;31;M
8123;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;30;M
8124;RUA CAMPO BELO;13319-000;BONFIM;NOVO BONFIM;00S/N;29;M
8125;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;28;M
8126;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;27;M
8127;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;26;M
8128;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;25;M
8129;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;24;M
8130;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;23;M
8131;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;22;M
8132;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;21;M
8133;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;20;M
8134;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;19;M
8135;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;17;M
8136;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;16;M
8137;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;15;M
8138;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;14;M
8139;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;13;M
8140;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;12;M
8141;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;11;M
8142;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;10;M
8143;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;9;M
8144;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;8;M
8145;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;7;M
8146;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;6;M
8147;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;5;M
8148;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;4;M
8149;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;3;M
8150;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;2;M
8151;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;1;M
8152;RUA PIRASSUNUNGA;00000-000;BONFIM;NOVO BONFIM;00S/N;49;N
8153;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;48;N
8154;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;47;N
8155;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;46;N
8156;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;45;N
8157;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;44;N
8158;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;43;N
8159;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;42;N
8160;RUA CAMPO BELO;13319-000;BONFIM;NOVO BONFIM;00S/N;41;N
8161;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;40;N
8162;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;39;N
8163;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;38;N
8164;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;37;N
8165;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;36;N
8166;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;35;N
8167;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;34;N
8168;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;33;N
8169;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;32;N
8170;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;31;N
8171;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;30;N
8172;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;29;N
8173;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;28;N
8174;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;27;N
8175;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;26;N
8176;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;25;N
8177;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;24;N
8178;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;23;N
8179;RUA CAMPO BELO;00000-000;BONFIM;NOVO BONFIM;00S/N;22;N
8180;RUA JUIZ DE FORA;13319-000;BONFIM;NOVO BONFIM;246;21;N
8181;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;20;N
8182;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;19;N
8183;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;18;N
8184;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;17;N
8185;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;16;N
8186;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;15;N
8187;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;14;N
8188;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;13;N
8189;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;12;N
8190;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;11;N
8191;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;10;N
8192;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;9;N
8193;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;8;N
8194;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;7;N
8195;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;6;N
8196;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;5;N
8197;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;4;N
8198;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;3;N
8199;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;2;N
8200;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;1;N
8201;RUA PIRASSUNUNGA;00000-000;BONFIM;NOVO BONFIM;00S/N;26;O
8202;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;25;O
8203;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;24;O
8204;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;23;O
8205;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;22;O
8206;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;21;O
8207;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;20;O
8208;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;19;O
8209;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;18;O
8210;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;17;O
8211;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;16;O
8212;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;15;O
8213;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;14;O
8214;RUA ITAJUBA;00000-000;BONFIM;NOVO BONFIM;00S/N;13;O
8215;RUA ITAJUBA;13319-000;BONFIM;NOVO BONFIM;00S/N;12;O
8216;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;11;O
8217;RUA ARAXA;00000-000;BONFIM;NOVO BONFIM;00S/N;10;O
8218;RUA ARAXA;00000-000;BONFIM;NOVO BONFIM;00S/N;9;O
8219;RUA ARAXA;00000-000;BONFIM;NOVO BONFIM;00S/N;8;O
8220;RUA ARAXA;00000-000;BONFIM;NOVO BONFIM;00S/N;7;O
8221;RUA ARAXA;00000-000;BONFIM;NOVO BONFIM;00S/N;6;O
8222;RUA ARAXA;00000-000;BONFIM;NOVO BONFIM;00S/N;5;O
8223;RUA ARAXA;00000-000;BONFIM;NOVO BONFIM;00S/N;4;O
8224;RUA ARAXA;00000-000;BONFIM;NOVO BONFIM;00S/N;3;O
8225;RUA ARAXA;00000-000;BONFIM;NOVO BONFIM;00S/N;2;O
8226;RUA ARAXA;00000-000;BONFIM;NOVO BONFIM;00S/N;1;O
8227;RUA ARAXA;00000-000;BONFIM;NOVO BONFIM;00S/N;1;P
8228;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;2;P
8229;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;3;P
8230;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;4;P
8231;RUA JUIZ DE FORA;13319-000;BONFIM;NOVO BONFIM;00S/N;5;P
8232;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;6;P
8233;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;7;P
8234;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;8;P
8235;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;9;P
8236;RUA JUIZ DE FORA;13319-000;BONFIM;NOVO BONFIM;96;10;P
8237;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;11;P
8238;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;12;P
8239;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;13;P
8240;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;14;P
8241;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;15;P
8242;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;16;P
8243;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;17;P
8244;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;18;P
8245;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;19;P
8246;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;20;P
8247;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;21;P
8248;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;22;P
8249;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;30;23;P
8250;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;24;P
8251;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;25;P
8252;RUA JUIZ DE FORA;00000-000;BONFIM;NOVO BONFIM;00S/N;26;P
8253;RUA PIRASSUNUNGA;00000-000;BONFIM;NOVO BONFIM;57;27;P
8254;RUA PIRASSUNUNGA;00000-000;BONFIM;NOVO BONFIM;00S/N;28;P
8255;RUA PIRASSUNUNGA;00000-000;BONFIM;NOVO BONFIM;00S/N;29;P
8256;RUA PIRASSUNUNGA;00000-000;BONFIM;NOVO BONFIM;00S/N;30;P
8257;RUA PIRASSUNUNGA;00000-000;BONFIM;NOVO BONFIM;00S/N;31;P
8258;RUA PIRASSUNUNGA;00000-000;BONFIM;NOVO BONFIM;00S/N;32;P
8259;RUA PIRASSUNUNGA;00000-000;BONFIM;NOVO BONFIM;00S/N;33;P
8260;RUA ARAXA;13319-000;BONFIM;NOVO BONFIM;00S/N;34;P
8261;RUA ARAXA;00000-000;BONFIM;NOVO BONFIM;00S/N;35;P
8262;RUA ARAXA;00000-000;BONFIM;NOVO BONFIM;00S/N;36;P
8263;RUA ARAXA;00000-000;BONFIM;NOVO BONFIM;00S/N;37;P
8264;AVENIDA ESPANHA;00000-000;BONFIM;VILAREJO S DA SERRA;1230;01-A;X
8265;AVENIDA ESPANHA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;A-01;W
8266;AVENIDA ESPANHA;00000-000;BONFIM;VILAREJO S DA SERRA;98;A-02;W
8267;AVENIDA ESPANHA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;03-A;W
8268;AVENIDA ESPANHA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;04-A;W
8269;AVENIDA ESPANHA;13319-000;BONFIM;VILAREJO S DA SERRA;00S/N;A-05;W
8270;AVENIDA ESPANHA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;6;W
8271;AVENIDA ESPANHA;-;BONFIM;VILAREJO S DA SERRA;S/N;7;W
8272;AVENIDA ESPANHA;-;BONFIM;VILAREJO S DA SERRA;S/N;8;W
8273;AVENIDA ESPANHA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;9;W
8274;AVENIDA ESPANHA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;10;W
8275;AVENIDA ESPANHA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;A-11;W
8277;RUA BELGICA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;13;W
8278;RUA BELGICA;-;BONFIM;VILAREJO S DA SERRA;S/N;14;W
8279;RUA BELGICA;00000-000;BONFIM;VILAREJO S DA SERRA;21;A-15;W
8280;AVENIDA PASCOAL SANTI;13319-000;BONFIM;VILAREJO S DA SERRA;810;16;W
8281;AVENIDA PASCOAL SANTI;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;17;W
8282;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;EQUIP. PUBL.;G
8283;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;76;5;G
8284;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;76;4;G
8285;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;3;G
8286;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;2;G
8287;AVENIDA PASCOAL SANTI;00000-000;BONFIM;JD. FAZENDINHA REAL;1215;1;G
8288;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;28;1;E
8289;AVENIDA PASCOAL SANTI;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;16;E
8290;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;33;15;E
8291;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;14;E
8292;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;13;E
8293;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;12;E
8294;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;11;E
8295;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;10;E
8296;RUA URUGUAI;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;9;E
8297;RUA CHILE;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;8;E
8298;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;6;E
8299;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;108;5;E
8300;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;4;4;E
8301;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;3;E
8302;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;2;E
8303;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;1;C
8304;AVENIDA PASCOAL SANTI;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;16;C
8305;RUA VENEZUELA;13319-000;BONFIM;JD. FAZENDINHA REAL;53;15;C
8306;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;14;C
8307;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;13;C
8308;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;12;C
8309;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;11;C
8310;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;10;C
8311;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;9;C
8312;RUA RUA CHILE;13319-000;BONFIM;JD. FAZENDINHA REAL;00S/N;8;C
8313;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;7;C
8314;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;6;C
8315;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;5;C
8316;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;4;C
8317;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;3;C
8318;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;2;C
8319;AVENIDA PASCOAL SANTI;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;1;A
8320;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;2;A
8321;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;81;3;A
8322;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;4;A
8323;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;121;5;A
8324;RUA ARGENTINA;13318-000;BONFIM;JD. FAZENDINHA REAL;00S/N;6;A
8325;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;161;7;A
8326;RUA ARGENTINA;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;8;A
8327;RUA ARGENTINA;13319-000;BONFIM;JD. FAZENDINHA REAL;205;9;A
8328;RUA VENEZUELA;00000-000;BONFIM;JD. FAZENDINHA REAL;210;1;F
8329;RUA CHILE;00000-000;BONFIM;JD. FAZENDINHA REAL;00S/N;15;F
